Date(YYYY-MM-DD hh:mm:ss),100m wind speed (m/s), rated power output at 100m (MW), SCORE-lite power output at 100m (MW),CorrectedScore
2006-11-29 12:40:00,5.860, 2.658, 0.000,0.000
2006-11-29 12:50:00,5.740, 2.478, 2.758,2.758
2006-11-29 13:00:00,5.400, 1.956, 0.000,0.000
2006-11-29 13:10:00,5.010, 1.530, 2.229,2.229
2006-11-29 13:20:00,4.950, 1.464, 1.776,1.776
2006-11-29 13:30:00,5.070, 1.593, 1.372,1.372
2006-11-29 13:40:00,5.270, 1.803, 1.804,1.804
2006-11-29 13:50:00,5.590, 2.250, 1.980,1.980
2006-11-29 14:00:00,5.460, 2.058, 1.931,1.931
2006-11-29 14:10:00,5.250, 1.788, 1.461,1.461
2006-11-29 14:20:00,5.360, 1.908, 1.912,1.912
2006-11-29 14:30:00,5.340, 1.884, 2.329,2.329
2006-11-29 14:40:00,5.220, 1.758, 1.701,1.701
2006-11-29 14:50:00,5.110, 1.644, 2.104,2.104
2006-11-29 15:00:00,5.180, 1.722, 1.972,1.972
2006-11-29 15:10:00,5.310, 1.857, 2.242,2.242
2006-11-29 15:20:00,5.200, 1.743, 1.629,1.629
2006-11-29 15:30:00,4.960, 1.494, 0.000,0.000
2006-11-29 15:40:00,4.860, 1.386, 0.000,0.000
2006-11-29 15:50:00,4.560, 1.068, 0.000,0.000
2006-11-29 16:00:00,4.420, 0.915, 1.080,1.080
2006-11-29 16:10:00,4.810, 1.326, 0.109,0.109
2006-11-29 16:20:00,5.420, 2.007, 2.391,2.391
2006-11-29 16:30:00,5.820, 2.625, 2.517,2.517
2006-11-29 16:40:00,6.210, 3.216, 2.720,2.720
2006-11-29 16:50:00,6.620, 3.966, 4.276,4.276
2006-11-29 17:00:00,6.770, 4.287, 3.972,3.972
2006-11-29 17:10:00,6.820, 4.386, 3.435,3.435
2006-11-29 17:20:00,6.930, 4.635, 4.631,4.631
2006-11-29 17:30:00,6.790, 4.338, 3.750,3.750
2006-11-29 17:40:00,6.910, 4.599, 3.588,3.588
2006-11-29 17:50:00,6.950, 4.671, 3.802,3.802
2006-11-29 18:00:00,7.050, 4.896, 4.238,4.238
2006-11-29 18:10:00,6.940, 4.671, 2.635,2.635
2006-11-29 18:20:00,7.030, 4.860, 0.000,0.000
2006-11-29 18:30:00,7.250, 5.340, 6.104,6.104
2006-11-29 18:40:00,7.610, 6.204, 4.951,4.951
2006-11-29 18:50:00,7.860, 6.927, 8.055,8.055
2006-11-29 19:00:00,8.160, 7.773, 8.299,8.299
2006-11-29 19:10:00,8.350, 8.349, 6.433,6.433
2006-11-29 19:20:00,8.450, 8.619, 8.873,8.873
2006-11-29 19:30:00,8.950,10.413,10.439,10.439
2006-11-29 19:40:00,9.390,12.012,11.173,11.173
2006-11-29 19:50:00,9.490,12.387,12.707,12.707
2006-11-29 20:00:00,9.560,12.654, 9.709,9.709
2006-11-29 20:10:00,9.730,13.341, 8.150,8.150
2006-11-29 20:20:00,9.970,14.340,12.047,12.047
2006-11-29 20:30:00,10.220,15.408,17.173,17.173
2006-11-29 20:40:00,10.440,16.299,15.652,15.652
2006-11-29 20:50:00,10.660,17.226,16.936,16.936
2006-11-29 21:00:00,10.960,18.498,18.887,18.887
2006-11-29 21:10:00,11.120,19.137,15.962,15.962
2006-11-29 21:20:00,11.000,18.681,20.093,20.093
2006-11-29 21:30:00,11.200,19.500,18.191,18.191
2006-11-29 21:40:00,11.530,20.877,19.706,19.706
2006-11-29 21:50:00,11.390,20.331,21.909,21.909
2006-11-29 22:00:00,11.360,20.202,20.794,20.794
2006-11-29 22:10:00,11.500,20.796,21.136,21.136
2006-11-29 22:20:00,11.610,21.240,21.462,21.462
2006-11-29 22:30:00,11.700,21.612,21.225,21.225
2006-11-29 22:40:00,11.660,21.504,20.644,20.644
2006-11-29 22:50:00,11.530,20.961,23.903,23.903
2006-11-29 23:00:00,11.150,19.419,22.141,22.141
2006-11-29 23:10:00,10.730,17.691,17.812,17.812
2006-11-29 23:20:00,10.400,16.368,15.936,15.936
2006-11-29 23:30:00,10.120,15.189,12.784,12.784
2006-11-29 23:40:00,9.750,13.695,15.931,15.931
2006-11-29 23:50:00,9.360,12.168,12.831,12.831
2006-11-30 00:00:00,9.170,11.448,10.540,10.540
2006-11-30 00:10:00,9.140,11.361, 9.855,9.855
2006-11-30 00:20:00,9.270,11.829,12.443,12.443
2006-11-30 00:30:00,9.360,12.153,12.024,12.024
2006-11-30 00:40:00,9.360,12.180,10.560,10.560
2006-11-30 00:50:00,9.420,12.399,12.328,12.328
2006-11-30 01:00:00,9.240,11.718,13.482,13.482
2006-11-30 01:10:00,8.980,10.764,11.086,11.086
2006-11-30 01:20:00,8.860,10.347, 8.920,8.920
2006-11-30 01:30:00,8.790,10.074, 9.769,9.769
2006-11-30 01:40:00,8.800,10.137, 8.931,8.931
2006-11-30 01:50:00,8.860,10.350,10.563,10.563
2006-11-30 02:00:00,8.960,10.713,11.392,11.392
2006-11-30 02:10:00,8.990,10.830,10.488,10.488
2006-11-30 02:20:00,8.920,10.554,10.195,10.195
2006-11-30 02:30:00,8.840,10.266, 5.189,5.189
2006-11-30 02:40:00,8.820,10.194, 9.585,9.585
2006-11-30 02:50:00,8.850,10.299,12.132,12.132
2006-11-30 03:00:00,9.010,10.878,11.100,11.100
2006-11-30 03:10:00,9.230,11.715,10.564,10.564
2006-11-30 03:20:00,9.370,12.222,11.973,11.973
2006-11-30 03:30:00,9.430,12.438,10.870,10.870
2006-11-30 03:40:00,9.370,12.228,14.692,14.692
2006-11-30 03:50:00,9.220,11.661, 9.971,9.971
2006-11-30 04:00:00,9.060,11.064,10.533,10.533
2006-11-30 04:10:00,8.960,10.719,10.371,10.371
2006-11-30 04:20:00,8.840,10.275, 9.968,9.968
2006-11-30 04:30:00,8.690, 9.735, 7.427,7.427
2006-11-30 04:40:00,8.500, 9.027,10.017,10.017
2006-11-30 04:50:00,8.340, 8.526, 8.225,8.225
2006-11-30 05:00:00,8.170, 8.049, 6.380,6.380
2006-11-30 05:10:00,8.040, 7.650, 6.967,6.967
2006-11-30 05:20:00,7.870, 7.179, 5.412,5.412
2006-11-30 05:30:00,7.730, 6.777, 4.751,4.751
2006-11-30 05:40:00,7.630, 6.474, 2.783,2.783
2006-11-30 05:50:00,7.440, 5.931, 5.479,5.479
2006-11-30 06:00:00,7.520, 6.141, 6.127,6.127
2006-11-30 06:10:00,7.510, 6.132, 5.432,5.432
2006-11-30 06:20:00,7.500, 6.093, 4.727,4.727
2006-11-30 06:30:00,7.450, 5.952, 2.032,2.032
2006-11-30 06:40:00,7.440, 5.910, 5.846,5.846
2006-11-30 06:50:00,7.500, 6.096, 5.512,5.512
2006-11-30 07:00:00,7.530, 6.162, 7.410,7.410
2006-11-30 07:10:00,7.650, 6.528, 9.610,9.610
2006-11-30 07:20:00,7.760, 6.834, 5.697,5.697
2006-11-30 07:30:00,7.800, 6.954, 4.817,4.817
2006-11-30 07:40:00,7.800, 6.930, 6.463,6.463
2006-11-30 07:50:00,7.890, 7.203, 8.007,8.007
2006-11-30 08:00:00,7.940, 7.347, 6.397,6.397
2006-11-30 08:10:00,7.940, 7.338, 9.188,9.188
2006-11-30 08:20:00,7.940, 7.347, 0.136,0.136
2006-11-30 08:30:00,7.830, 7.035, 8.455,8.455
2006-11-30 08:40:00,7.670, 6.558, 6.778,6.778
2006-11-30 08:50:00,7.550, 6.213, 6.333,6.333
2006-11-30 09:00:00,7.470, 5.994, 4.816,4.816
2006-11-30 09:10:00,7.400, 5.781, 3.855,3.855
2006-11-30 09:20:00,7.290, 5.541, 6.127,6.127
2006-11-30 09:30:00,7.170, 5.292, 5.043,5.043
2006-11-30 09:40:00,7.020, 4.971, 4.415,4.415
2006-11-30 09:50:00,6.840, 4.569, 4.445,4.445
2006-11-30 10:00:00,6.700, 4.284, 4.126,4.126
2006-11-30 10:10:00,6.590, 4.041, 2.489,2.489
2006-11-30 10:20:00,6.510, 3.867, 3.283,3.283
2006-11-30 10:30:00,6.450, 3.732, 3.688,3.688
2006-11-30 10:40:00,6.380, 3.576, 2.748,2.748
2006-11-30 10:50:00,6.200, 3.297, 3.197,3.197
2006-11-30 11:00:00,5.940, 2.898, 1.335,1.335
2006-11-30 11:10:00,5.710, 2.532, 1.920,1.920
2006-11-30 11:20:00,5.450, 2.133, 1.724,1.724
2006-11-30 11:30:00,5.240, 1.836, 0.115,0.115
2006-11-30 11:40:00,5.020, 1.608, 1.132,1.132
2006-11-30 11:50:00,4.840, 1.407, 1.744,1.744
2006-11-30 12:00:00,4.650, 1.206, 0.944,0.944
2006-11-30 12:10:00,4.430, 0.969, 0.912,0.912
2006-11-30 12:20:00,4.140, 0.699, 0.000,0.000
2006-11-30 12:30:00,3.810, 0.459, 0.156,0.156
2006-11-30 12:40:00,3.470, 0.213, 0.000,0.000
2006-11-30 12:50:00,3.140, 0.000, 0.000,0.000
2006-11-30 13:00:00,2.810, 0.000, 0.000,0.000
2006-11-30 13:10:00,2.500, 0.000, 0.000,0.000
2006-11-30 13:20:00,2.140, 0.000, 0.000,0.000
2006-11-30 13:30:00,1.870, 0.000, 0.000,0.000
2006-11-30 13:40:00,1.850, 0.000, 0.000,0.000
2006-11-30 13:50:00,1.880, 0.000, 0.000,0.000
2006-11-30 14:00:00,1.980, 0.000, 0.000,0.000
2006-11-30 14:10:00,2.160, 0.000, 0.000,0.000
2006-11-30 14:20:00,2.410, 0.000, 0.000,0.000
2006-11-30 14:30:00,2.730, 0.000, 0.000,0.000
2006-11-30 14:40:00,3.080, 0.000, 0.000,0.000
2006-11-30 14:50:00,3.340, 0.111, 0.854,0.854
2006-11-30 15:00:00,3.500, 0.231, 0.000,0.000
2006-11-30 15:10:00,3.610, 0.309, 1.351,1.351
2006-11-30 15:20:00,3.650, 0.336, 0.000,0.000
2006-11-30 15:30:00,3.640, 0.324, 0.000,0.000
2006-11-30 15:40:00,3.590, 0.288, 0.000,0.000
2006-11-30 15:50:00,3.570, 0.276, 0.231,0.231
2006-11-30 16:00:00,3.620, 0.312, 0.000,0.000
2006-11-30 16:10:00,3.720, 0.387, 0.000,0.000
2006-11-30 16:20:00,3.720, 0.384, 0.941,0.941
2006-11-30 16:30:00,3.490, 0.216, 0.161,0.161
2006-11-30 16:40:00,3.560, 0.261, 0.000,0.000
2006-11-30 16:50:00,3.680, 0.354, 0.255,0.255
2006-11-30 17:00:00,3.860, 0.483, 1.064,1.064
2006-11-30 17:10:00,4.130, 0.675, 0.279,0.279
2006-11-30 17:20:00,4.360, 0.867, 0.504,0.504
2006-11-30 17:30:00,4.510, 1.026, 0.000,0.000
2006-11-30 17:40:00,4.600, 1.125, 0.000,0.000
2006-11-30 17:50:00,4.650, 1.170, 0.707,0.707
2006-11-30 18:00:00,4.690, 1.209, 1.030,1.030
2006-11-30 18:10:00,4.720, 1.248, 0.587,0.587
2006-11-30 18:20:00,4.760, 1.287, 1.273,1.273
2006-11-30 18:30:00,4.820, 1.341, 0.754,0.754
2006-11-30 18:40:00,4.790, 1.314, 0.583,0.583
2006-11-30 18:50:00,4.710, 1.224, 1.345,1.345
2006-11-30 19:00:00,4.640, 1.146, 1.820,1.820
2006-11-30 19:10:00,4.560, 1.068, 0.000,0.000
2006-11-30 19:20:00,4.500, 1.002, 0.000,0.000
2006-11-30 19:30:00,4.490, 0.984, 0.382,0.382
2006-11-30 19:40:00,4.490, 0.990, 0.233,0.233
2006-11-30 19:50:00,4.470, 0.966, 1.192,1.192
2006-11-30 20:00:00,4.440, 0.927, 0.691,0.691
2006-11-30 20:10:00,4.460, 0.948, 0.692,0.692
2006-11-30 20:20:00,4.500, 0.990, 0.816,0.816
2006-11-30 20:30:00,4.550, 1.044, 0.000,0.000
2006-11-30 20:40:00,4.590, 1.086, 1.328,1.328
2006-11-30 20:50:00,4.600, 1.098, 0.313,0.313
2006-11-30 21:00:00,4.600, 1.092, 1.140,1.140
2006-11-30 21:10:00,4.520, 1.008, 1.052,1.052
2006-11-30 21:20:00,4.380, 0.855, 1.398,1.398
2006-11-30 21:30:00,4.210, 0.711, 0.548,0.548
2006-11-30 21:40:00,4.010, 0.564, 0.000,0.000
2006-11-30 21:50:00,3.790, 0.408, 0.269,0.269
2006-11-30 22:00:00,3.790, 0.408, 0.000,0.000
2006-11-30 22:10:00,3.990, 0.552, 0.000,0.000
2006-11-30 22:20:00,4.180, 0.696, 0.664,0.664
2006-11-30 22:30:00,4.400, 0.903, 0.533,0.533
2006-11-30 22:40:00,4.500, 1.011, 1.015,1.015
2006-11-30 22:50:00,4.600, 1.125, 1.142,1.142
2006-11-30 23:00:00,4.650, 1.173, 0.964,0.964
2006-11-30 23:10:00,3.630, 0.312, 0.508,0.508
2006-11-30 23:20:00,4.400, 0.927, 0.842,0.842
2006-11-30 23:30:00,4.120, 0.678, 0.139,0.139
2006-11-30 23:40:00,4.480, 1.023, 0.790,0.790
2006-11-30 23:50:00,4.910, 1.485, 1.369,1.369
2006-12-01 00:00:00,5.820, 2.712, 0.000,0.000
2006-12-01 00:10:00,5.810, 2.688, 0.000,0.000
2006-12-01 00:20:00,5.700, 2.511, 2.647,2.647
2006-12-01 00:30:00,5.210, 1.800, 2.039,2.039
2006-12-01 00:40:00,5.520, 2.223, 2.596,2.596
2006-12-01 00:50:00,4.910, 1.482, 1.430,1.430
2006-12-01 01:00:00,4.600, 1.146, 0.691,0.691
2006-12-01 01:10:00,4.430, 0.957, 1.472,1.472
2006-12-01 01:20:00,5.160, 1.734, 0.000,0.000
2006-12-01 01:30:00,5.550, 2.256, 2.256,2.256
2006-12-01 01:40:00,5.860, 2.733, 1.685,1.685
2006-12-01 01:50:00,5.260, 1.842, 2.451,2.451
2006-12-01 02:00:00,5.150, 1.725, 1.293,1.293
2006-12-01 02:10:00,4.670, 1.212, 0.660,0.660
2006-12-01 02:20:00,5.330, 1.914, 0.144,0.144
2006-12-01 02:30:00,5.740, 2.538, 2.700,2.700
2006-12-01 02:40:00,5.800, 2.637, 2.612,2.612
2006-12-01 02:50:00,6.200, 3.243, 3.204,3.204
2006-12-01 03:00:00,6.200, 3.249, 3.413,3.413
2006-12-01 03:10:00,6.730, 4.266, 5.093,5.093
2006-12-01 03:20:00,7.000, 4.824, 4.432,4.432
2006-12-01 03:30:00,7.210, 5.277, 6.817,6.817
2006-12-01 03:40:00,6.700, 4.164, 3.749,3.749
2006-12-01 03:50:00,6.930, 4.665, 4.740,4.740
2006-12-01 04:00:00,7.710, 6.489, 7.568,7.568
2006-12-01 04:10:00,8.450, 8.601, 9.048,9.048
2006-12-01 04:20:00,8.220, 7.932, 6.902,6.902
2006-12-01 04:30:00,8.170, 7.806, 4.746,4.746
2006-12-01 04:40:00,8.240, 8.007, 5.642,5.642
2006-12-01 04:50:00,9.200,11.232,10.336,10.336
2006-12-01 05:00:00,9.020,10.566, 9.191,9.191
2006-12-01 05:10:00,10.190,15.063,13.213,13.213
2006-12-01 05:20:00,10.340,15.654,15.429,15.429
2006-12-01 05:30:00,9.900,13.857,13.654,13.654
2006-12-01 05:40:00,10.000,14.244,13.390,13.390
2006-12-01 05:50:00,8.910,10.134, 9.706,9.706
2006-12-01 06:00:00,8.760, 9.585, 9.622,9.622
2006-12-01 06:10:00,8.810, 9.729, 9.171,9.171
2006-12-01 06:20:00,9.250,11.340,11.634,11.634
2006-12-01 06:30:00,9.610,12.627,14.060,14.060
2006-12-01 06:40:00,8.910,10.068, 9.731,9.731
2006-12-01 06:50:00,7.710, 6.399, 6.251,6.251
2006-12-01 07:00:00,6.190, 3.171, 3.462,3.462
2006-12-01 07:10:00,6.180, 3.147, 0.000,0.000
2006-12-01 07:20:00,6.350, 3.411, 2.706,2.706
2006-12-01 07:30:00,5.460, 2.055, 2.135,2.135
2006-12-01 07:40:00,4.590, 1.083, 1.294,1.294
2006-12-01 07:50:00,3.830, 0.438, 0.062,0.062
2006-12-01 08:00:00,3.680, 0.330, 0.143,0.143
2006-12-01 08:10:00,4.900, 1.407, 1.518,1.518
2006-12-01 08:20:00,5.090, 1.611, 1.197,1.197
2006-12-01 08:30:00,4.450, 0.933, 1.106,1.106
2006-12-01 08:40:00,4.410, 0.891, 0.000,0.000
2006-12-01 08:50:00,5.060, 1.578, 1.427,1.427
2006-12-01 09:00:00,5.320, 1.848, 1.726,1.726
2006-12-01 09:10:00,4.940, 1.452, 1.824,1.824
2006-12-01 09:20:00,4.560, 1.053, 0.771,0.771
2006-12-01 09:30:00,4.590, 1.077, 0.000,0.000
2006-12-01 09:40:00,4.200, 0.702, 0.319,0.319
2006-12-01 09:50:00,4.150, 0.666, 0.000,0.000
2006-12-01 10:00:00,4.980, 1.494, 1.739,1.739
2006-12-01 10:10:00,5.040, 1.560, 0.929,0.929
2006-12-01 10:20:00,4.810, 1.311, 1.204,1.204
2006-12-01 10:30:00,5.610, 2.280, 2.433,2.433
2006-12-01 10:40:00,6.370, 3.435, 3.345,3.345
2006-12-01 10:50:00,6.680, 4.062, 4.347,4.347
2006-12-01 11:00:00,6.820, 4.350, 4.591,4.591
2006-12-01 11:10:00,6.880, 4.452, 3.854,3.854
2006-12-01 11:20:00,6.590, 3.834, 4.002,4.002
2006-12-01 11:30:00,5.820, 2.577, 0.000,0.000
2006-12-01 11:40:00,5.180, 1.698, 1.715,1.715
2006-12-01 11:50:00,6.050, 2.931, 0.913,0.913
2006-12-01 12:00:00,6.000, 2.853, 0.541,0.541
2006-12-01 12:10:00,6.750, 4.176, 4.040,4.040
2006-12-01 12:20:00,7.260, 5.262, 5.004,5.004
2006-12-01 12:30:00,7.360, 5.493, 5.000,5.000
2006-12-01 12:40:00,8.030, 7.287, 6.601,6.601
2006-12-01 12:50:00,9.590,12.480,14.983,14.983
2006-12-01 13:00:00,10.010,14.130,15.189,15.189
2006-12-01 13:10:00,9.360,11.628,11.309,11.309
2006-12-01 13:20:00,8.200, 7.746, 6.660,6.660
2006-12-01 13:30:00,7.030, 4.773, 1.188,1.188
2006-12-01 13:40:00,6.530, 3.705, 3.618,3.618
2006-12-01 13:50:00,6.250, 3.231, 3.076,3.076
2006-12-01 14:00:00,5.460, 2.031, 0.812,0.812
2006-12-01 14:10:00,4.520, 1.005, 0.372,0.372
2006-12-01 14:20:00,5.090, 1.605, 0.000,0.000
2006-12-01 14:30:00,6.160, 3.099, 3.079,3.079
2006-12-01 14:40:00,6.920, 4.527, 4.251,4.251
2006-12-01 14:50:00,7.160, 5.043, 5.704,5.704
2006-12-01 15:00:00,6.600, 3.849, 3.852,3.852
2006-12-01 15:10:00,6.530, 3.711, 0.618,0.618
2006-12-01 15:20:00,6.410, 3.480, 3.795,3.795
2006-12-01 15:30:00,6.420, 3.495, 0.000,0.000
2006-12-01 15:40:00,6.130, 3.054, 3.774,3.774
2006-12-01 15:50:00,5.670, 2.361, 0.228,0.228
2006-12-01 16:00:00,5.190, 1.707, 1.518,1.518
2006-12-01 16:10:00,5.180, 1.701, 1.120,1.120
2006-12-01 16:20:00,5.610, 2.259, 2.491,2.491
2006-12-01 16:30:00,6.180, 3.135, 1.045,1.045
2006-12-01 16:40:00,6.530, 3.711, 1.254,1.254
2006-12-01 16:50:00,6.810, 4.314, 3.826,3.826
2006-12-01 17:00:00,6.780, 4.254, 4.060,4.060
2006-12-01 17:10:00,6.710, 4.107, 3.162,3.162
2006-12-01 17:20:00,6.360, 3.399, 2.269,2.269
2006-12-01 17:30:00,6.150, 3.084, 2.595,2.595
2006-12-01 17:40:00,6.270, 3.261, 3.564,3.564
2006-12-01 17:50:00,6.350, 3.384, 3.169,3.169
2006-12-01 18:00:00,6.220, 3.174, 3.047,3.047
2006-12-01 18:10:00,6.000, 2.838, 2.701,2.701
2006-12-01 18:20:00,5.970, 2.799, 2.224,2.224
2006-12-01 18:30:00,6.160, 3.087, 0.826,0.826
2006-12-01 18:40:00,6.330, 3.342, 2.787,2.787
2006-12-01 18:50:00,6.490, 3.591, 2.523,2.523
2006-12-01 19:00:00,6.630, 3.882, 3.082,3.082
2006-12-01 19:10:00,6.770, 4.173, 3.872,3.872
2006-12-01 19:20:00,6.950, 4.569, 4.572,4.572
2006-12-01 19:30:00,7.010, 4.692, 4.857,4.857
2006-12-01 19:40:00,6.560, 3.732, 3.570,3.570
2006-12-01 19:50:00,6.300, 3.276, 3.185,3.185
2006-12-01 20:00:00,6.040, 2.889, 3.002,3.002
2006-12-01 20:10:00,5.720, 2.403, 2.879,2.879
2006-12-01 20:20:00,5.390, 1.905, 1.685,1.685
2006-12-01 20:30:00,5.330, 1.836, 0.000,0.000
2006-12-01 20:40:00,5.470, 2.013, 1.842,1.842
2006-12-01 20:50:00,5.280, 1.788, 1.966,1.966
2006-12-01 21:00:00,4.800, 1.284, 0.000,0.000
2006-12-01 21:10:00,4.230, 0.711, 0.580,0.580
2006-12-01 21:20:00,3.570, 0.243, 0.000,0.000
2006-12-01 21:30:00,2.940, 0.000, 0.000,0.000
2006-12-01 21:40:00,2.790, 0.000, 0.000,0.000
2006-12-01 21:50:00,2.850, 0.000, 0.000,0.000
2006-12-01 22:00:00,2.860, 0.000, 0.000,0.000
2006-12-01 22:10:00,3.030, 0.000, 0.000,0.000
2006-12-01 22:20:00,3.200, 0.000, 0.000,0.000
2006-12-01 22:30:00,3.370, 0.102, 0.088,0.088
2006-12-01 22:40:00,3.660, 0.315, 0.000,0.000
2006-12-01 22:50:00,3.390, 0.117, 0.070,0.070
2006-12-01 23:00:00,3.110, 0.000, 0.000,0.000
2006-12-01 23:10:00,3.070, 0.000, 0.000,0.000
2006-12-01 23:20:00,3.510, 0.207, 0.247,0.247
2006-12-01 23:30:00,3.790, 0.405, 0.139,0.139
2006-12-01 23:40:00,3.280, 0.045, 0.000,0.000
2006-12-01 23:50:00,2.820, 0.000, 0.000,0.000
2006-12-02 00:00:00,2.800, 0.000, 0.000,0.000
2006-12-02 00:10:00,2.890, 0.000, 0.000,0.000
2006-12-02 00:20:00,2.820, 0.000, 0.000,0.000
2006-12-02 00:30:00,2.760, 0.000, 0.000,0.000
2006-12-02 00:40:00,2.610, 0.000, 0.000,0.000
2006-12-02 00:50:00,2.420, 0.000, 0.000,0.000
2006-12-02 01:00:00,2.380, 0.000, 0.000,0.000
2006-12-02 01:10:00,2.460, 0.000, 0.000,0.000
2006-12-02 01:20:00,2.420, 0.000, 0.000,0.000
2006-12-02 01:30:00,2.200, 0.000, 0.000,0.000
2006-12-02 01:40:00,1.990, 0.000, 0.000,0.000
2006-12-02 01:50:00,1.940, 0.000, 0.000,0.000
2006-12-02 02:00:00,1.960, 0.000, 0.000,0.000
2006-12-02 02:10:00,2.010, 0.000, 0.000,0.000
2006-12-02 02:20:00,1.990, 0.000, 0.000,0.000
2006-12-02 02:30:00,2.030, 0.000, 0.000,0.000
2006-12-02 02:40:00,2.210, 0.000, 0.000,0.000
2006-12-02 02:50:00,2.430, 0.000, 0.000,0.000
2006-12-02 03:00:00,2.550, 0.000, 0.000,0.000
2006-12-02 03:10:00,2.650, 0.000, 0.000,0.000
2006-12-02 03:20:00,2.710, 0.000, 0.000,0.000
2006-12-02 03:30:00,2.620, 0.000, 0.000,0.000
2006-12-02 03:40:00,2.460, 0.000, 0.000,0.000
2006-12-02 03:50:00,2.330, 0.000, 0.000,0.000
2006-12-02 04:00:00,2.160, 0.000, 0.000,0.000
2006-12-02 04:10:00,1.960, 0.000, 0.000,0.000
2006-12-02 04:20:00,1.720, 0.000, 0.000,0.000
2006-12-02 04:30:00,1.520, 0.000, 0.000,0.000
2006-12-02 04:40:00,1.450, 0.000, 0.000,0.000
2006-12-02 04:50:00,1.440, 0.000, 0.000,0.000
2006-12-02 05:00:00,1.430, 0.000, 0.000,0.000
2006-12-02 05:10:00,1.460, 0.000, 0.000,0.000
2006-12-02 05:20:00,1.540, 0.000, 0.000,0.000
2006-12-02 05:30:00,1.630, 0.000, 0.000,0.000
2006-12-02 05:40:00,1.670, 0.000, 0.000,0.000
2006-12-02 05:50:00,1.690, 0.000, 0.000,0.000
2006-12-02 06:00:00,1.730, 0.000, 0.000,0.000
2006-12-02 06:10:00,1.790, 0.000, 0.000,0.000
2006-12-02 06:20:00,1.870, 0.000, 0.000,0.000
2006-12-02 06:30:00,1.870, 0.000, 0.000,0.000
2006-12-02 06:40:00,1.730, 0.000, 0.000,0.000
2006-12-02 06:50:00,1.580, 0.000, 0.000,0.000
2006-12-02 07:00:00,1.500, 0.000, 0.000,0.000
2006-12-02 07:10:00,1.450, 0.000, 0.000,0.000
2006-12-02 07:20:00,1.410, 0.000, 0.000,0.000
2006-12-02 07:30:00,1.410, 0.000, 0.000,0.000
2006-12-02 07:40:00,1.360, 0.000, 0.000,0.000
2006-12-02 07:50:00,1.230, 0.000, 0.000,0.000
2006-12-02 08:00:00,1.070, 0.000, 0.000,0.000
2006-12-02 08:10:00,1.080, 0.000, 0.000,0.000
2006-12-02 08:20:00,1.040, 0.000, 0.000,0.000
2006-12-02 08:30:00,1.140, 0.000, 0.000,0.000
2006-12-02 08:40:00,1.330, 0.000, 0.000,0.000
2006-12-02 08:50:00,1.420, 0.000, 0.000,0.000
2006-12-02 09:00:00,1.430, 0.000, 0.000,0.000
2006-12-02 09:10:00,1.450, 0.000, 0.000,0.000
2006-12-02 09:20:00,1.500, 0.000, 0.000,0.000
2006-12-02 09:30:00,1.540, 0.000, 0.000,0.000
2006-12-02 09:40:00,1.540, 0.000, 0.000,0.000
2006-12-02 09:50:00,1.490, 0.000, 0.000,0.000
2006-12-02 10:00:00,1.480, 0.000, 0.000,0.000
2006-12-02 10:10:00,1.710, 0.000, 0.000,0.000
2006-12-02 10:20:00,2.240, 0.000, 0.000,0.000
2006-12-02 10:30:00,2.830, 0.000, 0.000,0.000
2006-12-02 10:40:00,3.220, 0.012, 0.152,0.152
2006-12-02 10:50:00,3.340, 0.099, 0.000,0.000
2006-12-02 11:00:00,3.320, 0.087, 0.000,0.000
2006-12-02 11:10:00,3.270, 0.054, 0.484,0.484
2006-12-02 11:20:00,3.230, 0.021, 0.000,0.000
2006-12-02 11:30:00,3.230, 0.024, 0.000,0.000
2006-12-02 11:40:00,3.260, 0.048, 0.000,0.000
2006-12-02 11:50:00,3.320, 0.090, 0.183,0.183
2006-12-02 12:00:00,3.440, 0.177, 0.445,0.445
2006-12-02 12:10:00,3.550, 0.261, 0.000,0.000
2006-12-02 12:20:00,3.670, 0.345, 0.000,0.000
2006-12-02 12:30:00,3.810, 0.447, 0.557,0.557
2006-12-02 12:40:00,4.040, 0.612, 0.285,0.285
2006-12-02 12:50:00,4.350, 0.870, 0.228,0.228
2006-12-02 13:00:00,4.630, 1.164, 1.172,1.172
2006-12-02 13:10:00,4.850, 1.395, 0.151,0.151
2006-12-02 13:20:00,5.080, 1.641, 1.338,1.338
2006-12-02 13:30:00,5.290, 1.863, 0.936,0.936
2006-12-02 13:40:00,5.440, 2.082, 2.428,2.428
2006-12-02 13:50:00,5.630, 2.370, 2.616,2.616
2006-12-02 14:00:00,5.820, 2.670, 1.541,1.541
2006-12-02 14:10:00,5.930, 2.844, 2.848,2.848
2006-12-02 14:20:00,6.060, 3.033, 2.891,2.891
2006-12-02 14:30:00,6.170, 3.210, 3.805,3.805
2006-12-02 14:40:00,6.220, 3.291, 1.275,1.275
2006-12-02 14:50:00,6.190, 3.243, 2.906,2.906
2006-12-02 15:00:00,6.130, 3.147, 3.475,3.475
2006-12-02 15:10:00,6.050, 3.024, 3.254,3.254
2006-12-02 15:20:00,5.630, 2.397, 2.283,2.283
2006-12-02 15:30:00,5.220, 1.809, 1.682,1.682
2006-12-02 15:40:00,4.810, 1.377, 1.610,1.610
2006-12-02 15:50:00,4.340, 0.873, 0.870,0.870
2006-12-02 16:00:00,3.880, 0.507, 0.000,0.000
